raw_id,rank_title,role_normalized,company_std,location,location_std,pay_in_,salary_clean,salary_band,experience_level,years_experience_num
J4961,Security Compliance Manager,Manager,,Germany,Germany,86500,86500.0,70-100k,Senior,
J4962,GRC Manager,Manager,,China,China,91101,91101.0,70-100k,Mid-Level,
J4963,Security Architect,Architect,,China,China,116345,116345.0,100-150k,Mid-Level,
J4964,Security Consultant,Security Consultant,,Canada,Canada,96661,96661.0,70-100k,Senior,
J4965,Security Consultant,Security Consultant,,Canada,Canada,104510,104510.0,100-150k,Entry-Level,
J4966,GRC Manager,Manager,,United Kingdom,United Kingdom,90179,90179.0,70-100k,Senior,
J4967,Security Compliance Manager,Manager,,America,America,98828,98828.0,70-100k,Entry-Level,
J4968,Security Architect,Architect,,Canada,Canada,108217,108217.0,100-150k,Senior,
J4969,Security Architect,Architect,,China,China,122017,122017.0,100-150k,Entry-Level,
J4970,Security Consultant,Security Consultant,,Canada,Canada,91641,91641.0,70-100k,Entry-Level,
J4971,Penetration Tester,Pentester,,Canada,Canada,105376,105376.0,100-150k,Mid-Level,
J4972,Security Architect,Architect,,America,America,119162,119162.0,100-150k,Senior,
J4973,GRC Manager,Manager,,United Kingdom,United Kingdom,83977,83977.0,70-100k,Mid-Level,
J4974,Security Consultant,Security Consultant,,Denmark,Denmark,98721,98721.0,70-100k,Mid-Level,
J4975,Security Compliance Manager,Manager,,Canada,Canada,123747,123747.0,100-150k,Mid-Level,
J4976,GRC Manager,Manager,,United Kingdom,United Kingdom,90545,90545.0,70-100k,Mid-Level,
J4977,GRC Manager,Manager,,Denmark,Denmark,104968,104968.0,100-150k,Senior,
J4978,Cloud Architect,Architect,,China,China,134051,134051.0,100-150k,Mid-Level,
J4979,Cloud Architect,Architect,,New York,New York,88092,88092.0,70-100k,Senior,
J4980,GRC Manager,Manager,,Germany,Germany,97588,97588.0,70-100k,Senior,
J4981,Security Consultant,Security Consultant,,America,America,103637,103637.0,100-150k,Senior,
J4982,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,100506,100506.0,100-150k,Entry-Level,
J4983,GRC Manager,Manager,,America,America,101800,101800.0,100-150k,Senior,
J4984,Penetration Tester,Pentester,,New York,New York,102788,102788.0,100-150k,Entry-Level,
J4985,Security Compliance Manager,Manager,,New York,New York,146679,146679.0,100-150k,Mid-Level,
J4986,Security Consultant,Security Consultant,,Canada,Canada,125422,125422.0,100-150k,Mid-Level,
J4987,Security Consultant,Security Consultant,,America,America,105574,105574.0,100-150k,Entry-Level,
J4988,Penetration Tester,Pentester,,Denmark,Denmark,103314,103314.0,100-150k,Mid-Level,
J4989,Security Architect,Architect,,United Kingdom,United Kingdom,119001,119001.0,100-150k,Senior,
J4990,GRC Manager,Manager,,Canada,Canada,85479,85479.0,70-100k,Senior,
J4991,Cloud Architect,Architect,,China,China,105298,105298.0,100-150k,Mid-Level,
J4992,GRC Manager,Manager,,Canada,Canada,92477,92477.0,70-100k,Mid-Level,
J4993,Cloud Architect,Architect,,China,China,114721,114721.0,100-150k,Entry-Level,
J4994,Security Compliance Manager,Manager,,New York,New York,91632,91632.0,70-100k,Senior,
J4995,Penetration Tester,Pentester,,Canada,Canada,107677,107677.0,100-150k,Senior,
J4996,Penetration Tester,Pentester,,United Kingdom,United Kingdom,90535,90535.0,70-100k,Entry-Level,
J4997,Security Architect,Architect,,Denmark,Denmark,106758,106758.0,100-150k,Senior,
J4998,Penetration Tester,Pentester,,United Kingdom,United Kingdom,107911,107911.0,100-150k,Entry-Level,
J4999,GRC Manager,Manager,,Canada,Canada,113483,113483.0,100-150k,Entry-Level,
J5000,Security Consultant,Security Consultant,,Canada,Canada,115188,115188.0,100-150k,Entry-Level,
J5001,GRC Manager,Manager,,China,China,107513,107513.0,100-150k,Senior,
J5002,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,143161,143161.0,100-150k,Mid-Level,
J5003,Penetration Tester,Pentester,,Denmark,Denmark,97213,97213.0,70-100k,Entry-Level,
J5004,Cloud Architect,Architect,,Germany,Germany,95550,95550.0,70-100k,Entry-Level,
J5005,Security Architect,Architect,,Canada,Canada,134159,134159.0,100-150k,Senior,
J5006,Security Consultant,Security Consultant,,Canada,Canada,115983,115983.0,100-150k,Mid-Level,
J5007,Security Compliance Manager,Manager,,Germany,Germany,124858,124858.0,100-150k,Senior,
J5008,Penetration Tester,Pentester,,Denmark,Denmark,110021,110021.0,100-150k,Entry-Level,
J5009,Security Architect,Architect,,New York,New York,95544,95544.0,70-100k,Mid-Level,
J5010,GRC Manager,Manager,,Canada,Canada,121916,121916.0,100-150k,Senior,
J5011,Penetration Tester,Pentester,,Canada,Canada,83064,83064.0,70-100k,Senior,
J5012,Security Architect,Architect,,United Kingdom,United Kingdom,108670,108670.0,100-150k,Senior,
J5013,Security Consultant,Security Consultant,,China,China,90948,90948.0,70-100k,Entry-Level,
J5014,Security Architect,Architect,,New York,New York,92071,92071.0,70-100k,Mid-Level,
J5015,Security Architect,Architect,,United Kingdom,United Kingdom,108319,108319.0,100-150k,Senior,
J5016,GRC Manager,Manager,,China,China,110942,110942.0,100-150k,Entry-Level,
J5017,Security Architect,Architect,,United Kingdom,United Kingdom,111414,111414.0,100-150k,Mid-Level,
J5018,Security Architect,Architect,,Canada,Canada,121696,121696.0,100-150k,Entry-Level,
J5019,GRC Manager,Manager,,Denmark,Denmark,100764,100764.0,100-150k,Senior,
J5020,Security Consultant,Security Consultant,,Canada,Canada,115221,115221.0,100-150k,Mid-Level,
J5021,Penetration Tester,Pentester,,China,China,116778,116778.0,100-150k,Senior,
J5022,Security Compliance Manager,Manager,,Canada,Canada,109579,109579.0,100-150k,Entry-Level,
J5023,Security Architect,Architect,,New York,New York,116084,116084.0,100-150k,Entry-Level,
J5024,GRC Manager,Manager,,America,America,119284,119284.0,100-150k,Entry-Level,
J5025,Security Architect,Architect,,America,America,116117,116117.0,100-150k,Mid-Level,
J5026,Cloud Architect,Architect,,Denmark,Denmark,95633,95633.0,70-100k,Senior,
J5027,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,131037,131037.0,100-150k,Entry-Level,
J5028,Penetration Tester,Pentester,,Denmark,Denmark,115762,115762.0,100-150k,Entry-Level,
J5029,Penetration Tester,Pentester,,America,America,84830,84830.0,70-100k,Mid-Level,
J5030,Cloud Architect,Architect,,America,America,98182,98182.0,70-100k,Senior,
J5031,GRC Manager,Manager,,America,America,106558,106558.0,100-150k,Senior,
J5032,Cloud Architect,Architect,,Denmark,Denmark,88063,88063.0,70-100k,Entry-Level,
J5033,Cloud Architect,Architect,,China,China,102236,102236.0,100-150k,Entry-Level,
J5034,GRC Manager,Manager,,Denmark,Denmark,98531,98531.0,70-100k,Senior,
J5035,Cloud Architect,Architect,,Germany,Germany,107442,107442.0,100-150k,Senior,
J5036,Security Architect,Architect,,Canada,Canada,91926,91926.0,70-100k,Senior,
J5037,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,136795,136795.0,100-150k,Senior,
J5038,Security Consultant,Security Consultant,,America,America,85149,85149.0,70-100k,Mid-Level,
J5039,Cloud Architect,Architect,,United Kingdom,United Kingdom,94915,94915.0,70-100k,Senior,
J5040,Security Compliance Manager,Manager,,Germany,Germany,99331,99331.0,70-100k,Mid-Level,
J5041,Cloud Architect,Architect,,New York,New York,135758,135758.0,100-150k,Senior,
J5042,Penetration Tester,Pentester,,Canada,Canada,106326,106326.0,100-150k,Entry-Level,
J5043,Security Consultant,Security Consultant,,New York,New York,124287,124287.0,100-150k,Senior,
J5044,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,118454,118454.0,100-150k,Mid-Level,
J5045,GRC Manager,Manager,,New York,New York,103096,103096.0,100-150k,Entry-Level,
J5046,GRC Manager,Manager,,Germany,Germany,86962,86962.0,70-100k,Entry-Level,
J5047,GRC Manager,Manager,,Denmark,Denmark,118280,118280.0,100-150k,Senior,
J5048,Penetration Tester,Pentester,,Germany,Germany,98960,98960.0,70-100k,Senior,
J5049,Cloud Architect,Architect,,New York,New York,143384,143384.0,100-150k,Entry-Level,
J5050,Security Architect,Architect,,New York,New York,111579,111579.0,100-150k,Entry-Level,
J5051,Security Architect,Architect,,America,America,95468,95468.0,70-100k,Entry-Level,
J5052,Penetration Tester,Pentester,,United Kingdom,United Kingdom,127931,127931.0,100-150k,Senior,
J5053,GRC Manager,Manager,,China,China,109101,109101.0,100-150k,Mid-Level,
J5054,Security Consultant,Security Consultant,,Germany,Germany,103166,103166.0,100-150k,Senior,
J5055,GRC Manager,Manager,,China,China,90222,90222.0,70-100k,Mid-Level,
J5056,Security Consultant,Security Consultant,,America,America,96995,96995.0,70-100k,Mid-Level,
J5057,GRC Manager,Manager,,Canada,Canada,115815,115815.0,100-150k,Entry-Level,
J5058,Security Architect,Architect,,Germany,Germany,119464,119464.0,100-150k,Senior,
J5059,Security Compliance Manager,Manager,,Canada,Canada,85791,85791.0,70-100k,Entry-Level,
J5060,Penetration Tester,Pentester,,Germany,Germany,100874,100874.0,100-150k,Entry-Level,
J5061,GRC Manager,Manager,,Denmark,Denmark,97282,97282.0,70-100k,Senior,
J5062,Security Consultant,Security Consultant,,America,America,133363,133363.0,100-150k,Senior,
J5063,GRC Manager,Manager,,United Kingdom,United Kingdom,100217,100217.0,100-150k,Senior,
J5064,Security Architect,Architect,,China,China,108991,108991.0,100-150k,Entry-Level,
J5065,Security Consultant,Security Consultant,,America,America,87828,87828.0,70-100k,Mid-Level,
J5066,Cloud Architect,Architect,,China,China,133483,133483.0,100-150k,Entry-Level,
J5067,Security Consultant,Security Consultant,,China,China,90204,90204.0,70-100k,Entry-Level,
J5068,Security Consultant,Security Consultant,,Denmark,Denmark,78599,78599.0,70-100k,Entry-Level,
J5069,Security Architect,Architect,,United Kingdom,United Kingdom,105400,105400.0,100-150k,Mid-Level,
J5070,Penetration Tester,Pentester,,New York,New York,80643,80643.0,70-100k,Mid-Level,
J5071,Security Architect,Architect,,Germany,Germany,93713,93713.0,70-100k,Senior,
J5072,Penetration Tester,Pentester,,Germany,Germany,140308,140308.0,100-150k,Entry-Level,
J5073,Security Compliance Manager,Manager,,Canada,Canada,102554,102554.0,100-150k,Mid-Level,
J5074,Cloud Architect,Architect,,United Kingdom,United Kingdom,102228,102228.0,100-150k,Senior,
J5075,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,107895,107895.0,100-150k,Senior,
J5076,Security Consultant,Security Consultant,,Canada,Canada,85473,85473.0,70-100k,Mid-Level,
J5077,Security Architect,Architect,,America,America,98546,98546.0,70-100k,Senior,
J5078,Security Architect,Architect,,China,China,103128,103128.0,100-150k,Senior,
J5079,Security Compliance Manager,Manager,,Denmark,Denmark,119868,119868.0,100-150k,Senior,
J5080,Security Architect,Architect,,New York,New York,89612,89612.0,70-100k,Senior,
J5081,Security Consultant,Security Consultant,,Denmark,Denmark,122737,122737.0,100-150k,Mid-Level,
J5082,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,94913,94913.0,70-100k,Senior,
J5083,Security Architect,Architect,,Denmark,Denmark,118822,118822.0,100-150k,Entry-Level,
J5084,GRC Manager,Manager,,Canada,Canada,81646,81646.0,70-100k,Entry-Level,
J5085,Penetration Tester,Pentester,,China,China,96804,96804.0,70-100k,Entry-Level,
J5086,Cloud Architect,Architect,,China,China,115302,115302.0,100-150k,Entry-Level,
J5087,Security Compliance Manager,Manager,,Denmark,Denmark,86105,86105.0,70-100k,Entry-Level,
J5088,Security Architect,Architect,,United Kingdom,United Kingdom,106267,106267.0,100-150k,Mid-Level,
J5089,GRC Manager,Manager,,United Kingdom,United Kingdom,94988,94988.0,70-100k,Senior,
J5090,Penetration Tester,Pentester,,Denmark,Denmark,107465,107465.0,100-150k,Entry-Level,
J5091,GRC Manager,Manager,,America,America,93231,93231.0,70-100k,Mid-Level,
J5092,Penetration Tester,Pentester,,United Kingdom,United Kingdom,82263,82263.0,70-100k,Mid-Level,
J5093,Penetration Tester,Pentester,,Canada,Canada,84785,84785.0,70-100k,Mid-Level,
J5094,Penetration Tester,Pentester,,United Kingdom,United Kingdom,127497,127497.0,100-150k,Mid-Level,
J5095,Cloud Architect,Architect,,United Kingdom,United Kingdom,107829,107829.0,100-150k,Entry-Level,
J5096,GRC Manager,Manager,,Germany,Germany,142855,142855.0,100-150k,Mid-Level,
J5097,Security Architect,Architect,,Denmark,Denmark,105837,105837.0,100-150k,Mid-Level,
J5098,Penetration Tester,Pentester,,Canada,Canada,93463,93463.0,70-100k,Entry-Level,
J5099,Cloud Architect,Architect,,New York,New York,125960,125960.0,100-150k,Mid-Level,
J5100,Penetration Tester,Pentester,,America,America,104339,104339.0,100-150k,Senior,
J5101,Security Consultant,Security Consultant,,Germany,Germany,107340,107340.0,100-150k,Entry-Level,
J5102,Security Consultant,Security Consultant,,New York,New York,99971,99971.0,70-100k,Entry-Level,
J5103,GRC Manager,Manager,,America,America,96011,96011.0,70-100k,Mid-Level,
J5104,Security Compliance Manager,Manager,,America,America,111069,111069.0,100-150k,Mid-Level,
J5105,Security Architect,Architect,,America,America,98323,98323.0,70-100k,Senior,
J5106,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,108135,108135.0,100-150k,Entry-Level,
J5107,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,93818,93818.0,70-100k,Senior,
J5108,Security Consultant,Security Consultant,,Denmark,Denmark,102740,102740.0,100-150k,Mid-Level,
J5109,Security Compliance Manager,Manager,,China,China,83248,83248.0,70-100k,Entry-Level,
J5110,Penetration Tester,Pentester,,Denmark,Denmark,102673,102673.0,100-150k,Mid-Level,
J5111,Penetration Tester,Pentester,,United Kingdom,United Kingdom,115927,115927.0,100-150k,Mid-Level,
J5112,Security Compliance Manager,Manager,,Canada,Canada,120401,120401.0,100-150k,Entry-Level,
J5113,Security Compliance Manager,Manager,,Canada,Canada,99636,99636.0,70-100k,Mid-Level,
J5114,Penetration Tester,Pentester,,America,America,103928,103928.0,100-150k,Entry-Level,
J5115,Security Architect,Architect,,China,China,93036,93036.0,70-100k,Entry-Level,
J5116,Cloud Architect,Architect,,America,America,108961,108961.0,100-150k,Entry-Level,
J5117,Security Consultant,Security Consultant,,Canada,Canada,91356,91356.0,70-100k,Senior,
J5118,Security Architect,Architect,,Canada,Canada,91496,91496.0,70-100k,Senior,
J5119,Cloud Architect,Architect,,China,China,103533,103533.0,100-150k,Senior,
J5120,Security Consultant,Security Consultant,,Denmark,Denmark,96148,96148.0,70-100k,Entry-Level,
J5121,GRC Manager,Manager,,China,China,100796,100796.0,100-150k,Entry-Level,
J5122,Security Architect,Architect,,China,China,96958,96958.0,70-100k,Senior,
J5123,Penetration Tester,Pentester,,Germany,Germany,88491,88491.0,70-100k,Entry-Level,
J5124,Security Architect,Architect,,Denmark,Denmark,125310,125310.0,100-150k,Senior,
J5125,Penetration Tester,Pentester,,United Kingdom,United Kingdom,113234,113234.0,100-150k,Mid-Level,
J5126,Cloud Architect,Architect,,New York,New York,105961,105961.0,100-150k,Entry-Level,
J5127,GRC Manager,Manager,,China,China,111266,111266.0,100-150k,Entry-Level,
J5128,Security Architect,Architect,,Denmark,Denmark,140007,140007.0,100-150k,Entry-Level,
J5129,GRC Manager,Manager,,America,America,105811,105811.0,100-150k,Entry-Level,
J5130,Security Architect,Architect,,Denmark,Denmark,115843,115843.0,100-150k,Entry-Level,
J5131,Penetration Tester,Pentester,,Denmark,Denmark,118212,118212.0,100-150k,Senior,
J5132,Cloud Architect,Architect,,America,America,91340,91340.0,70-100k,Mid-Level,
J5133,Security Consultant,Security Consultant,,Canada,Canada,100857,100857.0,100-150k,Entry-Level,
J5134,GRC Manager,Manager,,New York,New York,113676,113676.0,100-150k,Senior,
J5135,Security Architect,Architect,,Germany,Germany,128562,128562.0,100-150k,Entry-Level,
J5136,Cloud Architect,Architect,,Denmark,Denmark,96411,96411.0,70-100k,Mid-Level,
J5137,Security Consultant,Security Consultant,,New York,New York,112301,112301.0,100-150k,Senior,
J5138,GRC Manager,Manager,,United Kingdom,United Kingdom,84637,84637.0,70-100k,Senior,
J5139,Penetration Tester,Pentester,,Denmark,Denmark,110033,110033.0,100-150k,Mid-Level,
J5140,Penetration Tester,Pentester,,China,China,108887,108887.0,100-150k,Entry-Level,
J5141,GRC Manager,Manager,,New York,New York,82346,82346.0,70-100k,Entry-Level,
J5142,Penetration Tester,Pentester,,Germany,Germany,82183,82183.0,70-100k,Mid-Level,
J5143,Penetration Tester,Pentester,,United Kingdom,United Kingdom,81460,81460.0,70-100k,Mid-Level,
J5144,Cloud Architect,Architect,,America,America,107274,107274.0,100-150k,Mid-Level,
J5145,Security Compliance Manager,Manager,,Denmark,Denmark,107855,107855.0,100-150k,Senior,
J5146,Cloud Architect,Architect,,Germany,Germany,139263,139263.0,100-150k,Mid-Level,
J5147,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,99092,99092.0,70-100k,Entry-Level,
J5148,Penetration Tester,Pentester,,America,America,107040,107040.0,100-150k,Entry-Level,
J5149,Security Architect,Architect,,Denmark,Denmark,120640,120640.0,100-150k,Entry-Level,
J5150,Penetration Tester,Pentester,,Germany,Germany,86197,86197.0,70-100k,Senior,
J5151,Security Compliance Manager,Manager,,New York,New York,91454,91454.0,70-100k,Mid-Level,
J5152,Security Consultant,Security Consultant,,Denmark,Denmark,131934,131934.0,100-150k,Senior,
J5153,Cloud Architect,Architect,,China,China,87304,87304.0,70-100k,Entry-Level,
J5154,Security Compliance Manager,Manager,,Canada,Canada,93515,93515.0,70-100k,Entry-Level,
J5155,Cloud Architect,Architect,,America,America,95272,95272.0,70-100k,Entry-Level,
J5156,Security Compliance Manager,Manager,,Canada,Canada,122206,122206.0,100-150k,Entry-Level,
J5157,Cloud Architect,Architect,,New York,New York,121231,121231.0,100-150k,Mid-Level,
J5158,Security Compliance Manager,Manager,,America,America,107041,107041.0,100-150k,Entry-Level,
J5159,Penetration Tester,Pentester,,New York,New York,133569,133569.0,100-150k,Entry-Level,
J5160,Security Architect,Architect,,Germany,Germany,94602,94602.0,70-100k,Senior,
J5161,Cloud Architect,Architect,,America,America,90114,90114.0,70-100k,Entry-Level,
J5162,Cloud Architect,Architect,,China,China,86243,86243.0,70-100k,Senior,
J5163,GRC Manager,Manager,,Canada,Canada,88391,88391.0,70-100k,Senior,
J5164,Penetration Tester,Pentester,,United Kingdom,United Kingdom,99128,99128.0,70-100k,Mid-Level,
J5165,Security Consultant,Security Consultant,,America,America,99681,99681.0,70-100k,Senior,
J5166,GRC Manager,Manager,,China,China,106440,106440.0,100-150k,Entry-Level,
J5167,Penetration Tester,Pentester,,Denmark,Denmark,127014,127014.0,100-150k,Senior,
J5168,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,98514,98514.0,70-100k,Senior,
J5169,GRC Manager,Manager,,America,America,93081,93081.0,70-100k,Entry-Level,
J5170,Cloud Architect,Architect,,America,America,99065,99065.0,70-100k,Senior,
J5171,Cloud Architect,Architect,,America,America,82768,82768.0,70-100k,Senior,
J5172,Penetration Tester,Pentester,,China,China,110606,110606.0,100-150k,Mid-Level,
J5173,Cloud Architect,Architect,,China,China,104172,104172.0,100-150k,Mid-Level,
J5174,Penetration Tester,Pentester,,China,China,92308,92308.0,70-100k,Senior,
J5175,Penetration Tester,Pentester,,China,China,122931,122931.0,100-150k,Entry-Level,
J5176,Cloud Architect,Architect,,Canada,Canada,135034,135034.0,100-150k,Senior,
J5177,Penetration Tester,Pentester,,Germany,Germany,125008,125008.0,100-150k,Senior,
J5178,Penetration Tester,Pentester,,Canada,Canada,128918,128918.0,100-150k,Entry-Level,
J5179,Security Compliance Manager,Manager,,United Kingdom,United Kingdom,97253,97253.0,70-100k,Senior,
J5180,Security Architect,Architect,,Germany,Germany,91963,91963.0,70-100k,Entry-Level,
J5181,Security Compliance Manager,Manager,,Germany,Germany,95831,95831.0,70-100k,Entry-Level,
J5182,Security Consultant,Security Consultant,,China,China,118637,118637.0,100-150k,Mid-Level,
J5183,Security Consultant,Security Consultant,,America,America,104251,104251.0,100-150k,Senior,
J5184,Cloud Architect,Architect,,China,China,105253,105253.0,100-150k,Entry-Level,
J5185,Security Consultant,Security Consultant,,Canada,Canada,96061,96061.0,70-100k,Entry-Level,
J5186,Security Compliance Manager,Manager,,America,America,90103,90103.0,70-100k,Entry-Level,
J5187,GRC Manager,Manager,,New York,New York,79551,79551.0,70-100k,Mid-Level,
J5188,GRC Manager,Manager,,United Kingdom,United Kingdom,114610,114610.0,100-150k,Mid-Level,
J5189,GRC Manager,Manager,,Denmark,Denmark,92684,92684.0,70-100k,Senior,
J5190,GRC Manager,Manager,,Denmark,Denmark,90949,90949.0,70-100k,Entry-Level,
J5191,Security Consultant,Security Consultant,,America,America,88978,88978.0,70-100k,Mid-Level,
J5192,Security Consultant,Security Consultant,,Denmark,Denmark,118127,118127.0,100-150k,Senior,
J5193,Security Consultant,Security Consultant,,New York,New York,112690,112690.0,100-150k,Senior,
J5194,GRC Manager,Manager,,New York,New York,90468,90468.0,70-100k,Mid-Level,
J5195,Cloud Architect,Architect,,Denmark,Denmark,130356,130356.0,100-150k,Senior,
J5196,GRC Manager,Manager,,New York,New York,100617,100617.0,100-150k,Entry-Level,
J5197,GRC Manager,Manager,,Canada,Canada,95329,95329.0,70-100k,Mid-Level,
J5198,GRC Manager,Manager,,China,China,117697,117697.0,100-150k,Mid-Level,
J5199,Security Consultant,Security Consultant,,Germany,Germany,97779,97779.0,70-100k,Mid-Level,
J5200,GRC Manager,Manager,,Denmark,Denmark,109844,109844.0,100-150k,Entry-Level,
J5201,Security Compliance Manager,Manager,,Denmark,Denmark,105287,105287.0,100-150k,Mid-Level,
J5202,Penetration Tester,Pentester,,New York,New York,95212,95212.0,70-100k,Senior,
J5203,Security Architect,Architect,,United Kingdom,United Kingdom,96939,96939.0,70-100k,Mid-Level,
J5204,Security Architect,Architect,,United Kingdom,United Kingdom,109319,109319.0,100-150k,Mid-Level,
J5205,Cloud Architect,Architect,,Denmark,Denmark,101645,101645.0,100-150k,Mid-Level,
J5206,Security Compliance Manager,Manager,,America,America,93952,93952.0,70-100k,Mid-Level,
J5207,Cloud Architect,Architect,,China,China,113508,113508.0,100-150k,Mid-Level,
J5208,Cloud Architect,Architect,,New York,New York,110129,110129.0,100-150k,Senior,
J5209,Security Architect,Architect,,China,China,96787,96787.0,70-100k,Entry-Level,
J5210,Security Architect,Architect,,Denmark,Denmark,119081,119081.0,100-150k,Senior,
J5211,Penetration Tester,Pentester,,Denmark,Denmark,140358,140358.0,100-150k,Mid-Level,
J5212,Penetration Tester,Pentester,,New York,New York,130796,130796.0,100-150k,Entry-Level,
J5213,Security Compliance Manager,Manager,,Germany,Germany,123861,123861.0,100-150k,Senior,
J5214,Security Compliance Manager,Manager,,Canada,Canada,102844,102844.0,100-150k,Senior,
J5215,Security Architect,Architect,,Denmark,Denmark,93360,93360.0,70-100k,Senior,
J5216,Cloud Architect,Architect,,Denmark,Denmark,99990,99990.0,70-100k,Entry-Level,
J5217,Penetration Tester,Pentester,,Germany,Germany,116174,116174.0,100-150k,Senior,
J5218,GRC Manager,Manager,,Germany,Germany,80482,80482.0,70-100k,Mid-Level,
J5219,Security Architect,Architect,,United Kingdom,United Kingdom,119361,119361.0,100-150k,Senior,
J5220,Penetration Tester,Pentester,,Germany,Germany,104904,104904.0,100-150k,Entry-Level,
J5221,Security Architect,Architect,,Germany,Germany,90337,90337.0,70-100k,Senior,
J5222,GRC Manager,Manager,,Germany,Germany,101839,101839.0,100-150k,Mid-Level,
J5223,Penetration Tester,Pentester,,New York,New York,85795,85795.0,70-100k,Mid-Level,
J5224,Security Consultant,Security Consultant,,Denmark,Denmark,104144,104144.0,100-150k,Mid-Level,
J5225,Security Compliance Manager,Manager,,Germany,Germany,94500,94500.0,70-100k,Senior,
J5226,Security Architect,Architect,,New York,New York,107733,107733.0,100-150k,Senior,
J5227,Security Consultant,Security Consultant,,New York,New York,96988,96988.0,70-100k,Entry-Level,
J5228,Security Architect,Architect,,Germany,Germany,106140,106140.0,100-150k,Mid-Level,
J5229,GRC Manager,Manager,,New York,New York,93307,93307.0,70-100k,Entry-Level,
J5230,Cloud Architect,Architect,,United Kingdom,United Kingdom,95447,95447.0,70-100k,Mid-Level,
J5231,Security Architect,Architect,,New York,New York,83023,83023.0,70-100k,Senior,
J5232,Security Compliance Manager,Manager,,China,China,122746,122746.0,100-150k,Entry-Level,
J5233,Cloud Architect,Architect,,Canada,Canada,105922,105922.0,100-150k,Mid-Level,
J5234,Cloud Architect,Architect,,Denmark,Denmark,83156,83156.0,70-100k,Senior,
J5235,Cloud Architect,Architect,,America,America,105459,105459.0,100-150k,Entry-Level,
J5236,Security Architect,Architect,,Canada,Canada,101290,101290.0,100-150k,Mid-Level,
J5237,Security Consultant,Security Consultant,,China,China,91276,91276.0,70-100k,Entry-Level,
J5238,Cloud Architect,Architect,,United Kingdom,United Kingdom,118990,118990.0,100-150k,Mid-Level,
J5239,Security Consultant,Security Consultant,,New York,New York,101893,101893.0,100-150k,Mid-Level,
J5240,Security Consultant,Security Consultant,,Denmark,Denmark,108287,108287.0,100-150k,Entry-Level,
J5241,Penetration Tester,Pentester,,New York,New York,87128,87128.0,70-100k,Entry-Level,
J5242,GRC Manager,Manager,,New York,New York,101293,101293.0,100-150k,Senior,
J5243,GRC Manager,Manager,,China,China,112789,112789.0,100-150k,Senior,
J5244,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,108475,108475.0,100-150k,Senior,
J5245,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,125398,125398.0,100-150k,Senior,
J5246,Security Architect,Architect,,Germany,Germany,100962,100962.0,100-150k,Mid-Level,
J5247,Cloud Architect,Architect,,Canada,Canada,143394,143394.0,100-150k,Entry-Level,
J5248,Security Architect,Architect,,Germany,Germany,90182,90182.0,70-100k,Entry-Level,
J5249,Cloud Architect,Architect,,Canada,Canada,89262,89262.0,70-100k,Entry-Level,
J5250,Security Compliance Manager,Manager,,Denmark,Denmark,125081,125081.0,100-150k,Mid-Level,
J5251,Security Consultant,Security Consultant,,Canada,Canada,105856,105856.0,100-150k,Senior,
J5252,Security Architect,Architect,,China,China,109599,109599.0,100-150k,Mid-Level,
J5253,Security Architect,Architect,,New York,New York,89871,89871.0,70-100k,Mid-Level,
J5254,GRC Manager,Manager,,Germany,Germany,103897,103897.0,100-150k,Entry-Level,
J5255,Security Consultant,Security Consultant,,Canada,Canada,126026,126026.0,100-150k,Senior,
J5256,Cloud Architect,Architect,,China,China,92765,92765.0,70-100k,Mid-Level,
J5257,Cloud Architect,Architect,,Germany,Germany,125045,125045.0,100-150k,Senior,
J5258,GRC Manager,Manager,,Canada,Canada,92505,92505.0,70-100k,Senior,
J5259,Security Architect,Architect,,Denmark,Denmark,114567,114567.0,100-150k,Senior,
J5260,Security Consultant,Security Consultant,,New York,New York,130596,130596.0,100-150k,Senior,
J5261,Penetration Tester,Pentester,,Germany,Germany,128788,128788.0,100-150k,Entry-Level,
J5262,GRC Manager,Manager,,Denmark,Denmark,94257,94257.0,70-100k,Senior,
J5263,Cloud Architect,Architect,,China,China,113494,113494.0,100-150k,Entry-Level,
J5264,Security Architect,Architect,,New York,New York,90540,90540.0,70-100k,Entry-Level,
J5265,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,97778,97778.0,70-100k,Entry-Level,
J5266,GRC Manager,Manager,,Germany,Germany,90136,90136.0,70-100k,Mid-Level,
J5267,Security Consultant,Security Consultant,,United Kingdom,United Kingdom,100782,100782.0,100-150k,Entry-Level,
J5268,Security Consultant,Security Consultant,,New York,New York,107031,107031.0,100-150k,Senior,
J5269,Security Architect,Architect,,Germany,Germany,116466,116466.0,100-150k,Entry-Level,
