Rank_ID,Rank_Title,Working Area,Pay in ($),Location,Experience Level,Certification Required,Key Skills
J4155,Security Architect,Incident Takeover,86571,Canada,Entry-Level,CCIE,Secure Software
J4156,GRC Manager,Network Monitoring and Security,115222,United Kingdom,Mid-Level,CISSP,Python
J4157,GRC Manager,Incident Takeover,91168,Canada,Senior,CCIE,Secure Software
J4158,Security Compliance Manager,Application and Web Security,104382,Denmark,Senior,CompTIA Security+,Mitigation
J4159,Penetration Tester,Application and Web Security,109579,Germany,Mid-Level,CCNA,Secure Software
J4160,Security Compliance Manager,Incident Takeover,81305,Germany,Mid-Level,CompTIA Security+,Threat Management
J4161,Security Consultant,GRC,114099,Canada,Mid-Level,CISSP,Secure Software
J4162,Penetration Tester,Penetration Tester,98279,New York,Mid-Level,Ethical Hacking,Linux
J4163,Security Consultant,Penetration Tester,98978,United Kingdom,Entry-Level,CCNA,Mitigation
J4164,Penetration Tester,Network Monitoring and Security,77233,New York,Entry-Level,CompTIA Security+,Python
J4165,Security Consultant,Network Monitoring and Security,123926,America,Mid-Level,Ethical Hacking,Linux
J4166,Security Consultant,Penetration Tester,81798,New York,Mid-Level,CompTIA Security+,Python
J4167,GRC Manager,Network Monitoring and Security,97861,Canada,Senior,Ethical Hacking,Vulnerability Assessment
J4168,Security Compliance Manager,Network Monitoring and Security,99051,Denmark,Senior,CISSP,Mitigation
J4169,Security Consultant,Security Manager,88856,Germany,Senior,CCNA,Vulnerability Assessment
J4170,Security Compliance Manager,Network Monitoring and Security,130601,China,Senior,CCIE,Python
J4171,Security Compliance Manager,Security Manager,126941,China,Senior,Ethical Hacking,Vulnerability Assessment
J4172,Cloud Architect,Cloud Security and Architect,92539,New York,Entry-Level,CISSP,Linux
J4173,GRC Manager,Incident Takeover,106435,Germany,Entry-Level,CISSP,Threat Management
J4174,GRC Manager,Application and Web Security,111518,United Kingdom,Entry-Level,CISSP,Mitigation
J4175,Security Compliance Manager,Security Manager,98357,United Kingdom,Senior,CompTIA Security+,Linux
J4176,Security Compliance Manager,Security Manager,147235,Germany,Senior,CISSP,Threat Management
J4177,Security Consultant,Incident Takeover,93239,New York,Entry-Level,Ethical Hacking,Linux
J4178,GRC Manager,Security Manager,94593,Germany,Senior,CCIE,Linux
J4179,Security Consultant,Cloud Security and Architect,125595,United Kingdom,Entry-Level,Ethical Hacking,Vulnerability Assessment
J4180,Security Architect,Security Manager,92884,Denmark,Entry-Level,CCNA,Python
J4181,Penetration Tester,GRC,110314,America,Entry-Level,CompTIA Security+,Python
J4182,Cloud Architect,GRC,108866,America,Entry-Level,CCIE,Linux
J4183,Penetration Tester,Security Manager,111499,China,Mid-Level,CISSP,Python
J4184,Security Architect,Incident Takeover,100516,New York,Senior,CCNA,Secure Software
J4185,Security Compliance Manager,Application and Web Security,116669,Canada,Mid-Level,CCIE,Linux
J4186,Cloud Architect,Penetration Tester,89415,China,Senior,CCIE,Linux
J4187,Penetration Tester,Incident Takeover,105584,China,Entry-Level,CISSP,Vulnerability Assessment
J4188,GRC Manager,Security Manager,94412,China,Entry-Level,CISSP,Threat Management
J4189,Security Architect,Penetration Tester,100119,Germany,Senior,CompTIA Security+,Linux
J4190,Security Consultant,Incident Takeover,109523,Denmark,Mid-Level,CCIE,Linux
J4191,Security Architect,Network Monitoring and Security,119965,Canada,Mid-Level,CCIE,Secure Software
J4192,Security Compliance Manager,Cloud Security and Architect,82752,America,Entry-Level,CompTIA Security+,Mitigation
J4193,Security Compliance Manager,Security Manager,92131,Germany,Entry-Level,Ethical Hacking,Python
J4194,Security Architect,Incident Takeover,93425,China,Mid-Level,CISSP,Secure Software
J4195,GRC Manager,Application and Web Security,105407,United Kingdom,Senior,CCNA,Secure Software
J4196,GRC Manager,GRC,93501,China,Mid-Level,CCNA,Python
J4197,Cloud Architect,GRC,145487,New York,Mid-Level,CISSP,Python
J4198,Security Compliance Manager,Security Manager,91286,United Kingdom,Senior,CCNA,Mitigation
J4199,Security Compliance Manager,GRC,77049,China,Senior,Ethical Hacking,Python
J4200,Cloud Architect,Security Manager,89885,United Kingdom,Senior,CompTIA Security+,Mitigation
J4201,GRC Manager,Security Manager,91510,Germany,Senior,Ethical Hacking,Python
J4202,Security Consultant,Application and Web Security,108130,America,Senior,Ethical Hacking,Python
J4203,Cloud Architect,GRC,91411,Denmark,Entry-Level,CCIE,Vulnerability Assessment
J4204,Penetration Tester,Cloud Security and Architect,88517,America,Senior,CCNA,Python
J4205,Security Consultant,Network Monitoring and Security,90774,Denmark,Entry-Level,CompTIA Security+,Linux
J4206,Security Architect,Cloud Security and Architect,114584,China,Entry-Level,CompTIA Security+,Python
J4207,Cloud Architect,Application and Web Security,93408,Denmark,Mid-Level,CompTIA Security+,Mitigation
J4208,Penetration Tester,Application and Web Security,89908,New York,Senior,CCNA,Secure Software
J4209,Security Compliance Manager,GRC,90511,Denmark,Entry-Level,CISSP,Threat Management
J4210,Security Consultant,Application and Web Security,104135,Canada,Senior,CISSP,Linux
J4211,Penetration Tester,Security Manager,126589,Denmark,Entry-Level,CCNA,Mitigation
J4212,GRC Manager,Cloud Security and Architect,105104,New York,Senior,CCNA,Threat Management
J4213,Security Architect,Cloud Security and Architect,87083,China,Senior,CompTIA Security+,Threat Management
J4214,Security Architect,Application and Web Security,112132,United Kingdom,Mid-Level,CompTIA Security+,Vulnerability Assessment
J4215,Cloud Architect,Penetration Tester,91273,Canada,Senior,CCIE,Vulnerability Assessment
J4216,Cloud Architect,Application and Web Security,101669,America,Entry-Level,CompTIA Security+,Python
J4217,GRC Manager,Application and Web Security,107860,United Kingdom,Mid-Level,CompTIA Security+,Linux
J4218,Security Consultant,Security Manager,108898,Germany,Mid-Level,Ethical Hacking,Vulnerability Assessment
J4219,GRC Manager,Security Manager,111222,Denmark,Entry-Level,CISSP,Secure Software
J4220,Security Consultant,Cloud Security and Architect,93842,New York,Senior,CCNA,Linux
J4221,Security Compliance Manager,Network Monitoring and Security,90026,Canada,Entry-Level,CompTIA Security+,Vulnerability Assessment
J4222,Security Consultant,Network Monitoring and Security,102308,Denmark,Senior,Ethical Hacking,Threat Management
J4223,Security Compliance Manager,Application and Web Security,134032,New York,Mid-Level,CCIE,Python
J4224,GRC Manager,Network Monitoring and Security,107867,Canada,Senior,CCNA,Mitigation
J4225,Penetration Tester,Security Manager,112639,Canada,Mid-Level,CCIE,Secure Software
J4226,Cloud Architect,Incident Takeover,98490,America,Mid-Level,CISSP,Secure Software
J4227,Cloud Architect,Incident Takeover,100662,America,Mid-Level,CCNA,Linux
J4228,Cloud Architect,Incident Takeover,110773,Denmark,Mid-Level,CCIE,Secure Software
J4229,Security Compliance Manager,Network Monitoring and Security,111740,America,Mid-Level,CISSP,Python
J4230,GRC Manager,Security Manager,110426,Canada,Entry-Level,Ethical Hacking,Mitigation
J4231,Security Architect,Application and Web Security,96974,New York,Entry-Level,Ethical Hacking,Vulnerability Assessment
J4232,Cloud Architect,Cloud Security and Architect,81496,China,Mid-Level,CompTIA Security+,Linux
J4233,Security Consultant,Penetration Tester,110844,Denmark,Senior,CCIE,Secure Software
J4234,Security Consultant,Security Manager,96438,New York,Mid-Level,CISSP,Python
J4235,Cloud Architect,GRC,91400,Canada,Entry-Level,CISSP,Threat Management
J4236,Cloud Architect,Incident Takeover,103608,United Kingdom,Entry-Level,CISSP,Secure Software
J4237,Penetration Tester,Application and Web Security,97088,United Kingdom,Entry-Level,CCIE,Mitigation
J4238,Security Consultant,Security Manager,102269,Canada,Mid-Level,CCIE,Threat Management
J4239,Security Architect,Penetration Tester,88350,Canada,Mid-Level,CompTIA Security+,Linux
J4240,Penetration Tester,Application and Web Security,116140,Denmark,Senior,CISSP,Threat Management
J4241,GRC Manager,Application and Web Security,119121,China,Entry-Level,CCIE,Vulnerability Assessment
J4242,Cloud Architect,Network Monitoring and Security,93306,United Kingdom,Entry-Level,Ethical Hacking,Threat Management
J4243,Security Architect,Security Manager,127030,United Kingdom,Senior,Ethical Hacking,Linux
J4244,GRC Manager,Penetration Tester,100382,China,Senior,CompTIA Security+,Threat Management
J4245,Security Consultant,Security Manager,91882,China,Senior,CCIE,Secure Software
J4246,Security Consultant,Incident Takeover,99973,China,Entry-Level,CCNA,Linux
J4247,GRC Manager,GRC,101003,China,Senior,CCIE,Mitigation
J4248,Security Compliance Manager,GRC,125029,Germany,Entry-Level,CISSP,Python
J4249,Penetration Tester,Incident Takeover,117602,America,Senior,CCNA,Mitigation
J4250,Cloud Architect,Security Manager,131846,Denmark,Entry-Level,CISSP,Python
J4251,Security Compliance Manager,Penetration Tester,114575,United Kingdom,Entry-Level,CompTIA Security+,Python
J4252,GRC Manager,GRC,108510,United Kingdom,Mid-Level,CompTIA Security+,Vulnerability Assessment
J4253,Cloud Architect,Network Monitoring and Security,93252,China,Entry-Level,CISSP,Secure Software
J4254,Cloud Architect,Network Monitoring and Security,100595,Denmark,Mid-Level,Ethical Hacking,Secure Software
J4255,Security Compliance Manager,Penetration Tester,123335,Denmark,Senior,CCIE,Vulnerability Assessment
J4256,GRC Manager,Network Monitoring and Security,104790,United Kingdom,Senior,CompTIA Security+,Python
J4257,Security Compliance Manager,Incident Takeover,137297,Denmark,Senior,CompTIA Security+,Mitigation
J4258,Cloud Architect,Application and Web Security,105885,Denmark,Senior,CCIE,Linux
J4259,Security Compliance Manager,Cloud Security and Architect,88308,United Kingdom,Entry-Level,CCIE,Secure Software
J4260,Cloud Architect,Penetration Tester,126733,New York,Entry-Level,CISSP,Linux
J4261,Cloud Architect,Cloud Security and Architect,94273,Canada,Entry-Level,CCNA,Python
J4262,Penetration Tester,Incident Takeover,88179,China,Entry-Level,CISSP,Threat Management
J4263,Penetration Tester,Security Manager,96291,China,Entry-Level,CISSP,Vulnerability Assessment
J4264,Security Consultant,GRC,102549,America,Mid-Level,CCIE,Linux
J4265,Security Compliance Manager,GRC,102868,New York,Entry-Level,CISSP,Python
J4266,Penetration Tester,GRC,105950,China,Senior,CISSP,Python
J4267,GRC Manager,Application and Web Security,133902,United Kingdom,Mid-Level,Ethical Hacking,Mitigation
J4268,Security Consultant,Incident Takeover,98585,Germany,Entry-Level,Ethical Hacking,Mitigation
J4269,Security Consultant,Incident Takeover,141506,America,Entry-Level,CCNA,Linux
J4270,Cloud Architect,Cloud Security and Architect,110281,Canada,Senior,CCIE,Mitigation
J4271,Penetration Tester,Application and Web Security,89391,Germany,Senior,CompTIA Security+,Vulnerability Assessment
J4272,GRC Manager,GRC,92090,New York,Entry-Level,Ethical Hacking,Python
J4273,Security Consultant,Security Manager,86754,New York,Senior,CCNA,Mitigation
J4274,Cloud Architect,Penetration Tester,132342,New York,Mid-Level,Ethical Hacking,Vulnerability Assessment
J4275,Security Compliance Manager,Cloud Security and Architect,80828,Germany,Entry-Level,Ethical Hacking,Threat Management
J4276,Security Compliance Manager,Security Manager,131725,Germany,Mid-Level,Ethical Hacking,Python
J4277,Security Consultant,GRC,86647,Canada,Entry-Level,CCIE,Linux
J4278,Security Architect,Cloud Security and Architect,97835,New York,Mid-Level,CCIE,Vulnerability Assessment
J4279,GRC Manager,GRC,104228,Canada,Entry-Level,Ethical Hacking,Threat Management
J4280,Security Consultant,Network Monitoring and Security,119566,Canada,Entry-Level,Ethical Hacking,Vulnerability Assessment
J4281,Cloud Architect,Incident Takeover,97111,Canada,Mid-Level,CompTIA Security+,Secure Software
J4282,GRC Manager,Application and Web Security,101300,China,Senior,CISSP,Python
J4283,Security Compliance Manager,Network Monitoring and Security,109390,America,Mid-Level,CISSP,Linux
J4284,Penetration Tester,Incident Takeover,108623,China,Senior,CISSP,Threat Management
J4285,Security Consultant,GRC,97695,United Kingdom,Mid-Level,CCIE,Python
J4286,Security Compliance Manager,Network Monitoring and Security,95344,America,Senior,CCNA,Threat Management
J4287,Cloud Architect,GRC,102253,Denmark,Entry-Level,CCIE,Vulnerability Assessment
J4288,GRC Manager,Penetration Tester,104086,China,Senior,CCNA,Python
J4289,Cloud Architect,Incident Takeover,82434,Germany,Mid-Level,CCNA,Linux
J4290,GRC Manager,Incident Takeover,99427,Denmark,Senior,CompTIA Security+,Vulnerability Assessment
J4291,Security Consultant,Incident Takeover,86835,America,Senior,Ethical Hacking,Python
J4292,GRC Manager,GRC,100833,New York,Mid-Level,CISSP,Threat Management
J4293,GRC Manager,Application and Web Security,107028,New York,Mid-Level,CompTIA Security+,Python
J4294,Security Consultant,Incident Takeover,94089,New York,Mid-Level,CompTIA Security+,Linux
J4295,Cloud Architect,Penetration Tester,106597,China,Entry-Level,CompTIA Security+,Vulnerability Assessment
J4296,Security Compliance Manager,GRC,104420,United Kingdom,Entry-Level,CompTIA Security+,Linux
J4297,GRC Manager,Application and Web Security,104326,Denmark,Senior,CCIE,Secure Software
J4298,Penetration Tester,Penetration Tester,91801,Denmark,Entry-Level,CISSP,Mitigation
J4299,Security Consultant,Application and Web Security,111022,America,Entry-Level,CompTIA Security+,Mitigation
J4300,Security Compliance Manager,Incident Takeover,104970,America,Entry-Level,CCIE,Vulnerability Assessment
J4301,Security Compliance Manager,Security Manager,96474,United Kingdom,Senior,Ethical Hacking,Mitigation
J4302,GRC Manager,GRC,104420,New York,Entry-Level,CCNA,Vulnerability Assessment
J4303,Security Architect,GRC,107925,Canada,Senior,CCNA,Vulnerability Assessment
J4304,GRC Manager,Application and Web Security,101873,China,Mid-Level,CCNA,Mitigation
J4305,Security Compliance Manager,Application and Web Security,112837,United Kingdom,Entry-Level,Ethical Hacking,Threat Management
J4306,Cloud Architect,Cloud Security and Architect,100813,Denmark,Mid-Level,CCNA,Vulnerability Assessment
J4307,Cloud Architect,GRC,108265,United Kingdom,Entry-Level,CompTIA Security+,Threat Management
J4308,Security Consultant,GRC,91318,Germany,Mid-Level,CISSP,Secure Software
J4309,Penetration Tester,Network Monitoring and Security,80963,Germany,Mid-Level,Ethical Hacking,Threat Management
J4310,GRC Manager,Network Monitoring and Security,92346,Germany,Mid-Level,CISSP,Python
J4311,Security Architect,GRC,108806,United Kingdom,Entry-Level,CompTIA Security+,Python
J4312,Cloud Architect,Application and Web Security,85041,New York,Entry-Level,CCIE,Vulnerability Assessment
J4313,Cloud Architect,Application and Web Security,110458,America,Mid-Level,CompTIA Security+,Secure Software
J4314,Penetration Tester,Cloud Security and Architect,102443,America,Senior,CompTIA Security+,Vulnerability Assessment
J4315,Cloud Architect,Cloud Security and Architect,126644,China,Mid-Level,CCNA,Secure Software
J4316,Security Consultant,Incident Takeover,110980,Denmark,Senior,CompTIA Security+,Vulnerability Assessment
J4317,Security Architect,Application and Web Security,96281,United Kingdom,Mid-Level,Ethical Hacking,Threat Management
J4318,Cloud Architect,Application and Web Security,114374,China,Mid-Level,CISSP,Linux
J4319,Penetration Tester,Penetration Tester,94990,Denmark,Entry-Level,CompTIA Security+,Vulnerability Assessment
J4320,Security Compliance Manager,GRC,130154,United Kingdom,Entry-Level,CompTIA Security+,Linux
J4321,Security Architect,Cloud Security and Architect,88487,Canada,Entry-Level,CCIE,Threat Management
J4322,Security Compliance Manager,Security Manager,88314,America,Mid-Level,Ethical Hacking,Mitigation
J4323,Penetration Tester,Incident Takeover,100606,China,Entry-Level,CCNA,Linux
J4324,Security Architect,Cloud Security and Architect,84252,America,Entry-Level,CompTIA Security+,Vulnerability Assessment
J4325,Security Compliance Manager,Incident Takeover,90734,Germany,Senior,CompTIA Security+,Linux
J4326,Cloud Architect,Application and Web Security,141580,Germany,Entry-Level,CISSP,Vulnerability Assessment
J4327,Security Compliance Manager,Security Manager,97521,America,Mid-Level,CompTIA Security+,Mitigation
J4328,GRC Manager,Penetration Tester,117912,New York,Mid-Level,CCIE,Vulnerability Assessment
J4329,Penetration Tester,Cloud Security and Architect,85038,Germany,Mid-Level,CCNA,Mitigation
J4330,Penetration Tester,Application and Web Security,107036,America,Entry-Level,CCNA,Threat Management
J4331,Cloud Architect,Application and Web Security,113669,Canada,Mid-Level,CISSP,Vulnerability Assessment
J4332,Security Compliance Manager,GRC,117135,United Kingdom,Entry-Level,CompTIA Security+,Linux
J4333,Security Compliance Manager,Security Manager,112223,Germany,Mid-Level,CompTIA Security+,Mitigation
J4334,Penetration Tester,Penetration Tester,101083,China,Entry-Level,CISSP,Mitigation
J4335,Security Consultant,Application and Web Security,138937,Canada,Entry-Level,CompTIA Security+,Linux
J4336,Penetration Tester,Penetration Tester,103481,China,Mid-Level,CCIE,Secure Software
J4337,Security Consultant,Penetration Tester,98097,New York,Mid-Level,CISSP,Mitigation
J4338,Penetration Tester,Penetration Tester,87458,New York,Senior,Ethical Hacking,Mitigation
J4339,Security Architect,Network Monitoring and Security,96767,United Kingdom,Senior,Ethical Hacking,Vulnerability Assessment
J4340,Security Architect,Cloud Security and Architect,113229,Canada,Entry-Level,CISSP,Secure Software
J4341,Security Architect,Security Manager,108524,United Kingdom,Entry-Level,CCIE,Python
J4342,Security Architect,Cloud Security and Architect,148793,United Kingdom,Entry-Level,CCNA,Linux
J4343,Cloud Architect,GRC,126694,Germany,Mid-Level,CCIE,Threat Management
J4344,Penetration Tester,GRC,105262,United Kingdom,Senior,CCIE,Secure Software
J4345,Cloud Architect,Incident Takeover,100013,New York,Entry-Level,CISSP,Secure Software
J4346,Cloud Architect,Application and Web Security,90990,China,Senior,CCIE,Mitigation
J4347,Security Compliance Manager,Incident Takeover,94843,China,Senior,CCIE,Secure Software
J4348,Security Compliance Manager,Application and Web Security,126209,United Kingdom,Mid-Level,CISSP,Python
J4349,GRC Manager,Security Manager,91323,United Kingdom,Mid-Level,Ethical Hacking,Mitigation
J4350,Penetration Tester,GRC,102117,New York,Entry-Level,CCNA,Linux
J4351,Penetration Tester,Cloud Security and Architect,128257,Canada,Entry-Level,CISSP,Vulnerability Assessment
J4352,Cloud Architect,Incident Takeover,97316,America,Senior,CompTIA Security+,Threat Management
J4353,Security Consultant,Application and Web Security,97550,China,Mid-Level,Ethical Hacking,Threat Management
J4354,Cloud Architect,GRC,95419,China,Entry-Level,CCIE,Threat Management
J4355,Security Architect,Application and Web Security,98948,New York,Senior,Ethical Hacking,Threat Management
J4356,Cloud Architect,Cloud Security and Architect,98483,Denmark,Senior,Ethical Hacking,Mitigation
J4357,Penetration Tester,Cloud Security and Architect,117823,United Kingdom,Mid-Level,CompTIA Security+,Vulnerability Assessment
J4358,Security Architect,GRC,102725,Canada,Mid-Level,CCIE,Vulnerability Assessment
J4359,Cloud Architect,Penetration Tester,142449,China,Entry-Level,CompTIA Security+,Mitigation
J4360,Security Architect,Incident Takeover,100586,Canada,Entry-Level,CompTIA Security+,Vulnerability Assessment
J4361,Cloud Architect,Penetration Tester,117985,New York,Entry-Level,Ethical Hacking,Threat Management
J4362,Cloud Architect,Security Manager,116908,New York,Senior,CISSP,Vulnerability Assessment
J4363,Penetration Tester,Cloud Security and Architect,109229,America,Senior,CompTIA Security+,Python
J4364,Security Compliance Manager,Incident Takeover,106609,Denmark,Senior,CCNA,Mitigation
J4365,Cloud Architect,Network Monitoring and Security,104469,Canada,Entry-Level,CISSP,Threat Management
J4366,Security Architect,GRC,105527,China,Entry-Level,CompTIA Security+,Secure Software
J4367,GRC Manager,Security Manager,90505,United Kingdom,Mid-Level,CCIE,Vulnerability Assessment
J4368,Security Architect,Security Manager,104664,Germany,Mid-Level,CompTIA Security+,Threat Management
J4369,Security Compliance Manager,Application and Web Security,111404,Denmark,Senior,CompTIA Security+,Mitigation
J4370,GRC Manager,Penetration Tester,94360,United Kingdom,Entry-Level,CCNA,Linux
J4371,Cloud Architect,Network Monitoring and Security,105393,Denmark,Senior,CCIE,Vulnerability Assessment
J4372,GRC Manager,GRC,141796,Germany,Senior,CCIE,Python
J4373,Cloud Architect,Incident Takeover,132527,United Kingdom,Entry-Level,CCIE,Python
J4374,GRC Manager,Security Manager,97115,America,Mid-Level,Ethical Hacking,Python
J4375,Penetration Tester,Incident Takeover,134331,Canada,Mid-Level,CISSP,Secure Software
J4376,Security Compliance Manager,GRC,103204,Germany,Entry-Level,CISSP,Secure Software
J4377,Security Compliance Manager,Network Monitoring and Security,144129,United Kingdom,Senior,CompTIA Security+,Mitigation
J4378,Penetration Tester,GRC,83234,Canada,Senior,CISSP,Python
J4379,GRC Manager,Penetration Tester,100404,United Kingdom,Mid-Level,CCNA,Secure Software
J4380,Penetration Tester,Network Monitoring and Security,109245,Canada,Entry-Level,CCNA,Mitigation
J4381,Penetration Tester,Network Monitoring and Security,109323,Canada,Entry-Level,CCNA,Mitigation
J4382,Security Architect,Penetration Tester,122169,Denmark,Mid-Level,CCNA,Secure Software
J4383,Security Architect,Cloud Security and Architect,117912,Germany,Mid-Level,CCNA,Python
J4384,Penetration Tester,Network Monitoring and Security,115219,United Kingdom,Mid-Level,CISSP,Linux
J4385,Cloud Architect,Network Monitoring and Security,137155,Denmark,Senior,CompTIA Security+,Secure Software
J4386,Cloud Architect,Application and Web Security,96782,Denmark,Entry-Level,Ethical Hacking,Threat Management
J4387,Security Architect,Network Monitoring and Security,105377,United Kingdom,Entry-Level,Ethical Hacking,Python
J4388,Security Consultant,Incident Takeover,86895,Denmark,Mid-Level,CCNA,Mitigation
J4389,Security Architect,Network Monitoring and Security,126492,America,Entry-Level,CompTIA Security+,Vulnerability Assessment
J4390,Security Architect,Security Manager,107668,New York,Senior,CCNA,Mitigation
J4391,Security Architect,Network Monitoring and Security,116490,United Kingdom,Senior,CCNA,Linux
J4392,Cloud Architect,Penetration Tester,101534,Denmark,Mid-Level,CCNA,Secure Software
J4393,Security Consultant,GRC,85558,America,Mid-Level,CCNA,Secure Software
J4394,Security Compliance Manager,Cloud Security and Architect,110884,Denmark,Mid-Level,CCNA,Python
J4395,Penetration Tester,Incident Takeover,85920,New York,Senior,CCNA,Secure Software
J4396,GRC Manager,Incident Takeover,102225,United Kingdom,Senior,CISSP,Linux
J4397,Cloud Architect,Network Monitoring and Security,111033,Denmark,Entry-Level,CISSP,Mitigation
J4398,Security Architect,Network Monitoring and Security,90183,United Kingdom,Entry-Level,Ethical Hacking,Vulnerability Assessment
J4399,Penetration Tester,Cloud Security and Architect,97352,Canada,Entry-Level,Ethical Hacking,Threat Management
J4400,Security Consultant,Incident Takeover,108644,Canada,Mid-Level,Ethical Hacking,Secure Software
J4401,Security Compliance Manager,Network Monitoring and Security,86237,America,Senior,CCIE,Secure Software
J4402,Security Compliance Manager,Network Monitoring and Security,90130,New York,Entry-Level,CISSP,Secure Software
J4403,GRC Manager,Cloud Security and Architect,108046,America,Entry-Level,CompTIA Security+,Secure Software
J4404,GRC Manager,Penetration Tester,106044,Germany,Entry-Level,CCNA,Mitigation
J4405,Cloud Architect,Penetration Tester,101145,Germany,Entry-Level,CCNA,Threat Management
J4406,Penetration Tester,Cloud Security and Architect,140225,Denmark,Mid-Level,CCNA,Linux
J4407,Cloud Architect,GRC,129586,China,Entry-Level,CCNA,Secure Software
J4408,Security Compliance Manager,Network Monitoring and Security,96360,New York,Entry-Level,CCNA,Vulnerability Assessment
J4409,Penetration Tester,Cloud Security and Architect,96338,China,Mid-Level,CISSP,Python
J4410,Security Architect,GRC,99112,United Kingdom,Entry-Level,Ethical Hacking,Linux
J4411,Penetration Tester,Security Manager,100561,United Kingdom,Entry-Level,Ethical Hacking,Secure Software
J4412,Penetration Tester,Cloud Security and Architect,79947,New York,Entry-Level,Ethical Hacking,Python
J4413,Cloud Architect,Security Manager,98036,Canada,Mid-Level,CompTIA Security+,Secure Software
J4414,Security Consultant,Cloud Security and Architect,108596,Denmark,Entry-Level,CompTIA Security+,Threat Management
J4415,Security Compliance Manager,Penetration Tester,107350,Germany,Mid-Level,CCNA,Linux
J4416,Security Compliance Manager,Network Monitoring and Security,115422,Denmark,Entry-Level,CCIE,Threat Management
J4417,Security Architect,Incident Takeover,96807,New York,Entry-Level,CISSP,Linux
J4418,GRC Manager,Penetration Tester,110994,Germany,Mid-Level,Ethical Hacking,Secure Software
J4419,Security Compliance Manager,Network Monitoring and Security,101908,China,Mid-Level,Ethical Hacking,Python
J4420,Security Architect,Incident Takeover,85355,America,Mid-Level,CCNA,Threat Management
J4421,Security Consultant,Cloud Security and Architect,98022,Germany,Entry-Level,CompTIA Security+,Threat Management
J4422,Security Consultant,Incident Takeover,136238,Canada,Mid-Level,CompTIA Security+,Secure Software
J4423,Penetration Tester,Network Monitoring and Security,100639,China,Senior,CCIE,Mitigation
J4424,Security Compliance Manager,GRC,97245,New York,Senior,Ethical Hacking,Python
J4425,Security Architect,Network Monitoring and Security,119652,Denmark,Mid-Level,CISSP,Mitigation
J4426,Security Compliance Manager,Application and Web Security,89448,America,Entry-Level,CISSP,Linux
J4427,Security Consultant,Incident Takeover,103900,Germany,Entry-Level,CompTIA Security+,Threat Management
J4428,Cloud Architect,Application and Web Security,93093,Germany,Entry-Level,CCNA,Vulnerability Assessment
J4429,GRC Manager,GRC,109186,New York,Entry-Level,CCNA,Python
J4430,Security Compliance Manager,Penetration Tester,92291,America,Senior,CCIE,Threat Management
J4431,Security Compliance Manager,Security Manager,146691,Germany,Senior,CISSP,Secure Software
J4432,Security Architect,GRC,101966,Germany,Entry-Level,CompTIA Security+,Python
J4433,Security Compliance Manager,Network Monitoring and Security,117751,New York,Entry-Level,CISSP,Vulnerability Assessment
J4434,Cloud Architect,Penetration Tester,112404,Canada,Entry-Level,CCIE,Threat Management
J4435,Cloud Architect,Penetration Tester,97551,Germany,Mid-Level,CCIE,Linux
J4436,Security Architect,Penetration Tester,92008,United Kingdom,Entry-Level,CompTIA Security+,Mitigation
J4437,Cloud Architect,Cloud Security and Architect,115405,New York,Mid-Level,CCNA,Secure Software
J4438,GRC Manager,Cloud Security and Architect,104813,Denmark,Mid-Level,Ethical Hacking,Mitigation
J4439,GRC Manager,Application and Web Security,140091,New York,Mid-Level,CCIE,Linux
J4440,Security Consultant,Incident Takeover,92553,Germany,Mid-Level,Ethical Hacking,Vulnerability Assessment
J4441,Security Architect,Application and Web Security,104424,Denmark,Entry-Level,CCNA,Mitigation
J4442,GRC Manager,Security Manager,130077,Canada,Entry-Level,CCNA,Python
J4443,Cloud Architect,Penetration Tester,80401,United Kingdom,Senior,Ethical Hacking,Vulnerability Assessment
J4444,Security Consultant,Cloud Security and Architect,111757,Germany,Senior,Ethical Hacking,Python
J4445,Cloud Architect,Cloud Security and Architect,114728,America,Entry-Level,CISSP,Mitigation
J4446,Security Consultant,Security Manager,102265,Denmark,Entry-Level,Ethical Hacking,Secure Software
J4447,Security Architect,Cloud Security and Architect,92143,Canada,Mid-Level,CCNA,Mitigation
J4448,Security Architect,Incident Takeover,105828,America,Mid-Level,CompTIA Security+,Python
J4449,Security Architect,Application and Web Security,109206,Germany,Mid-Level,CompTIA Security+,Secure Software
J4450,Security Architect,GRC,102209,Canada,Entry-Level,CCIE,Vulnerability Assessment
J4451,Security Compliance Manager,Application and Web Security,122072,New York,Senior,CompTIA Security+,Python
J4452,Security Consultant,GRC,94902,Germany,Senior,CCNA,Secure Software
J4453,Security Compliance Manager,Network Monitoring and Security,117932,Canada,Mid-Level,CISSP,Linux
J4454,Security Consultant,GRC,127586,New York,Senior,Ethical Hacking,Mitigation
J4455,Security Consultant,Security Manager,128146,China,Entry-Level,CCNA,Secure Software
J4456,GRC Manager,Application and Web Security,115236,China,Entry-Level,Ethical Hacking,Mitigation
J4457,Cloud Architect,Network Monitoring and Security,144339,United Kingdom,Senior,Ethical Hacking,Threat Management
J4458,Cloud Architect,Network Monitoring and Security,104839,America,Entry-Level,CCNA,Secure Software
J4459,Security Compliance Manager,Incident Takeover,90876,America,Senior,CISSP,Python
J4460,Security Architect,Cloud Security and Architect,101233,America,Entry-Level,CCNA,Linux
J4461,Security Architect,Security Manager,99132,Canada,Senior,Ethical Hacking,Threat Management
